gene_name,array,ns,sweden,tcga
LOC729234,0,0,1,0
LOC729236,0,0,2,0
LOC729238,0,0,1,0
LOC729242,0,0,1,0
LOC729249,0,0,1,0
LOC729251,0,0,1,0
LOC729252,0,0,1,0
LOC729254,0,0,1,0
LOC729255,0,0,1,0
LOC729259,0,0,2,0
LOC729260,0,0,1,0
LOC729261,0,0,1,0
LOC729264,2,0,2,0
LOC729266,0,0,1,0
LOC729269,0,0,1,0
LOC729270,0,0,1,0
LOC729272,0,0,1,0
LOC729273,0,0,1,0
LOC729275,0,0,2,0
LOC729277,0,0,1,0
LOC729278,0,0,1,0
LOC729279,0,0,1,0
LOC729284,0,0,1,0
LOC729289,0,0,1,0
LOC729291,0,0,2,0
LOC729296,0,0,1,0
LOC729298,0,0,2,0
LOC729301,0,0,1,0
LOC729310,0,0,1,0
LOC729312,0,0,1,0
LOC729313,0,0,2,0
LOC729314,0,0,2,0
LOC729317,1,0,1,0
LOC729319,0,0,1,0
LOC729324,0,0,2,0
LOC729327,0,0,2,0
LOC729332,0,0,1,0
LOC729335,0,0,1,0
LOC729338,0,0,1,0
LOC729339,0,0,1,0
LOC729340,0,0,1,0
LOC729342,0,0,2,0
LOC729346,0,0,1,0
LOC729348,0,0,1,0
LOC729349,0,0,1,0
LOC729350,0,0,1,0
LOC729351,1,0,1,0
LOC729353,0,0,1,0
LOC729355,1,0,1,0
LOC729356,0,0,2,0
LOC729362,0,0,1,0
LOC729366,0,0,1,0
LOC729368,0,0,1,0
LOC729369,0,0,1,0
LOC729370,0,0,1,0
LOC729371,0,0,1,0
LOC729372,0,0,1,0
LOC729373,0,0,1,0
LOC729374,0,0,1,0
LOC729375,0,0,1,0
LOC729378,0,0,1,0
LOC729379,0,0,1,0
LOC729383,0,0,1,0
LOC729384,0,0,1,0
LOC729385,0,0,1,0
LOC729387,0,0,1,0
LOC729389,0,0,1,0
LOC729390,0,0,2,0
LOC729392,0,0,1,0
LOC729393,0,0,1,0
LOC729394,0,0,1,0
LOC729396,1,0,1,0
LOC729397,0,0,2,0
LOC729399,0,0,2,0
LOC729400,0,0,2,0
LOC729402,0,0,2,0
LOC729404,0,0,1,0
LOC729406,0,0,2,0
LOC729408,0,0,1,0
LOC729409,0,0,2,0
LOC729412,0,0,1,0
LOC729417,0,0,2,0
LOC729421,0,0,1,0
LOC729423,0,0,2,0
LOC729424,0,0,1,0
LOC729426,0,0,1,0
LOC729427,0,0,1,0
LOC729433,0,0,1,0
LOC729435,0,0,1,0
LOC729438,0,0,2,0
LOC729439,0,0,1,0
LOC729444,0,0,3,0
LOC729445,0,0,1,0
LOC729446,1,0,2,0
LOC729451,0,0,1,0
LOC729454,0,0,2,0
LOC729456,0,0,1,0
LOC729458,0,0,1,0
LOC729459,0,0,1,0
LOC729461,0,0,1,0
LOC729462,0,0,1,0
LOC729466,1,0,1,0
LOC729467,0,0,1,0
LOC729476,0,0,1,0
LOC729479,0,0,1,0
LOC729484,0,0,2,0
LOC729485,0,0,1,0
LOC729486,1,0,2,0
LOC729487,0,0,1,0
LOC729492,0,0,2,0
LOC729494,0,0,1,0
LOC729495,0,0,2,0
LOC729497,0,0,2,0
LOC729500,0,0,2,0
LOC729501,0,0,1,0
LOC729505,0,0,1,0
LOC729506,0,0,2,0
LOC729510,0,0,1,0
LOC729513,0,0,2,0
LOC729516,0,0,1,0
LOC729517,0,0,1,0
LOC729519,0,0,2,0
LOC729523,0,0,1,0
LOC729524,0,0,2,0
LOC729526,0,0,1,0
LOC729530,0,0,2,0
LOC729533,0,0,1,0
LOC729534,0,0,1,0
LOC729535,0,0,1,0
LOC729537,0,0,2,0
LOC729538,0,0,1,0
LOC729545,0,0,1,0
LOC729549,0,0,2,0
LOC729558,0,0,1,0
LOC729559,1,0,2,0
LOC729562,0,0,1,0
LOC729566,0,0,1,0
LOC729568,0,0,1,0
LOC729569,0,0,1,0
LOC729570,0,0,1,0
LOC729574,0,0,1,0
LOC729580,0,0,1,0
LOC729581,0,0,1,0
LOC729587,0,0,1,0
LOC729590,0,0,1,0
LOC729591,0,0,1,0
LOC729595,0,0,1,0
LOC729597,0,0,1,0
LOC729601,0,0,1,0
LOC729602,1,0,1,0
LOC729603,1,0,1,0
LOC729608,0,0,1,0
LOC729609,0,0,1,0
LOC729616,0,0,1,0
LOC729617,0,0,1,0
LOC729619,0,0,1,0
LOC729623,0,0,1,0
LOC729626,0,0,1,0
LOC729629,0,0,2,0
LOC729639,0,0,1,0
LOC729642,0,0,1,0
LOC729643,0,0,1,0
LOC729645,0,0,1,0
LOC729646,0,0,1,0
LOC729647,1,0,1,0
LOC729652,0,0,2,0
LOC729655,0,0,1,0
LOC729659,0,0,1,0
LOC729660,0,0,2,0
LOC729663,0,0,1,0
LOC729666,0,0,1,0
LOC729667,0,0,1,0
LOC729668,0,0,1,0
LOC729669,0,0,2,0
LOC729675,0,0,1,0
LOC729677,0,0,1,0
LOC729679,0,0,1,0
LOC729680,0,0,1,0
LOC729681,0,0,1,0
LOC729683,0,0,1,0
LOC729684,0,0,1,0
LOC729686,0,0,2,0
LOC729687,0,0,1,0
LOC729692,1,0,1,0
LOC729694,0,0,1,0
LOC729698,0,0,1,0
LOC729700,0,0,1,0
LOC729703,0,0,1,0
LOC729704,0,0,1,0
LOC729706,0,0,1,0
LOC729708,0,0,1,0
LOC729715,0,0,1,0
LOC729722,0,0,2,0
LOC729724,0,0,1,0
LOC729731,0,0,1,0
LOC729732,1,0,1,0
LOC729737,0,0,1,0
LOC729739,0,0,2,0
LOC729742,0,0,1,0
LOC729744,0,0,3,0
LOC729751,0,0,2,0
LOC729754,0,0,1,0
LOC729756,0,0,1,0
LOC729758,0,0,1,0
LOC729759,0,0,1,0
LOC729760,0,0,1,0
LOC729764,1,0,1,0
LOC729766,0,0,1,0
LOC729768,0,0,1,0
LOC729769,0,0,1,0
LOC729770,0,0,2,0
LOC729774,0,0,2,0
LOC729776,1,0,1,0
LOC729777,0,0,1,0
LOC729779,0,0,2,0
LOC729780,0,0,1,0
LOC729786,0,0,1,0
LOC729789,0,0,1,0
LOC729792,0,0,1,0
LOC729793,0,0,1,0
LOC729798,0,0,2,0
LOC729799,0,0,2,0
LOC729806,0,0,1,0
LOC729809,0,0,1,0
LOC729810,0,0,1,0
LOC729815,0,0,2,0
LOC729816,0,0,1,0
LOC729826,1,0,2,0
LOC729828,0,0,2,0
LOC729830,0,0,1,0
LOC729832,0,0,1,0
LOC729835,0,0,1,0
LOC729837,0,0,1,0
LOC729839,0,0,2,0
LOC729841,0,0,1,0
LOC729843,1,0,1,0
LOC729852,0,0,2,0
LOC729854,0,0,1,0
LOC729856,0,0,1,0
LOC729858,0,0,2,0
LOC729859,0,0,1,0
LOC729862,0,0,2,0
LOC729863,0,0,1,0
LOC729866,0,0,1,0
LOC729870,0,0,1,0
LOC729878,0,0,1,0
LOC729879,0,0,1,0
LOC729882,0,0,1,0
LOC729885,0,0,1,0
LOC729887,0,0,2,0
LOC729891,0,0,1,0
LOC729897,0,0,1,0
LOC729898,0,0,1,0
LOC729900,0,0,1,0
LOC729903,0,0,1,0
LOC729905,1,0,1,0
LOC729907,0,0,1,0
LOC729911,0,0,1,0
LOC729912,0,0,1,0
LOC729915,0,0,1,0
LOC729919,0,0,1,0
LOC729920,0,0,2,0
LOC729926,0,0,2,0
LOC729930,0,0,1,0
LOC729933,0,0,1,0
LOC729941,0,0,2,0
LOC729944,0,0,1,0
LOC729948,0,0,2,0
LOC729950,0,0,1,0
LOC729952,0,0,2,0
LOC729954,0,0,2,0
LOC729956,0,0,2,0
LOC729957,0,0,1,0
LOC729960,0,0,2,0
LOC729964,0,0,2,0
LOC729966,0,0,1,0
LOC729967,0,0,1,0
LOC729970,0,0,1,0
LOC729971,0,0,1,0
LOC729973,0,0,1,0
LOC729974,0,0,1,0
LOC729977,0,0,1,0
LOC729978,0,0,1,0
LOC729983,0,0,1,0
LOC729985,1,0,1,0
LOC729986,0,0,2,0
LOC729989,0,0,1,0
LOC729992,0,0,2,0
LOC729993,0,0,1,0
LOC729995,0,0,2,0
LOC730004,0,0,2,0
LOC730005,0,0,2,0
LOC730007,0,0,1,0
LOC730011,0,0,1,0
LOC730012,1,0,1,0
LOC730015,0,0,1,0
LOC730020,0,0,1,0
LOC730024,2,0,2,0
LOC730027,0,0,1,0
LOC730029,0,0,2,0
LOC730031,0,0,1,0
LOC730032,0,0,2,0
LOC730034,0,0,1,0
LOC730036,0,0,1,0
LOC730038,0,0,2,0
LOC730041,0,0,1,0
LOC730045,0,0,2,0
LOC730049,0,0,1,0
LOC730050,1,0,1,0
LOC730051,1,0,1,0
LOC730052,0,0,2,0
LOC730058,0,0,1,0
LOC730060,0,0,1,0
LOC730063,1,0,1,0
LOC730066,0,0,1,0
LOC730074,0,0,1,0
LOC730076,0,0,1,0
LOC730077,1,0,1,0
LOC730078,0,0,1,0
LOC730079,0,0,1,0
LOC730081,0,0,1,0
LOC730083,0,0,1,0
LOC730085,0,0,1,0
LOC730086,0,0,1,0
LOC730087,0,0,2,0
LOC730092,1,0,2,0
LOC730098,0,0,2,0
LOC730099,0,0,1,0
LOC730100,0,0,1,0
LOC730101,0,0,2,0
LOC730102,0,0,1,0
LOC730105,0,0,1,0
LOC730107,0,0,2,0
LOC730109,0,0,2,0
LOC730110,0,0,2,0
LOC730118,0,0,1,0
LOC730121,0,0,1,0
LOC730130,1,0,1,0
LOC730132,1,0,1,0
LOC730134,0,0,2,0
LOC730144,0,0,1,0
LOC730145,0,0,1,0
LOC730152,0,0,1,0
LOC730153,0,0,1,0
LOC730159,0,0,2,0
LOC730163,0,0,2,0
LOC730167,0,0,1,0
LOC730173,0,0,2,0
LOC730176,0,0,1,0
LOC730179,0,0,2,0
LOC730183,0,0,1,0
LOC730184,0,0,1,0
LOC730185,0,0,1,0
LOC730187,0,0,1,0
LOC730194,0,0,1,0
LOC730196,0,0,1,0
LOC730198,0,0,1,0
LOC730200,0,0,2,0
LOC730202,0,0,1,0
LOC730226,0,0,1,0
LOC730232,0,0,1,0
LOC730234,0,0,1,0
LOC730235,0,0,2,0
LOC730236,0,0,2,0
LOC730240,1,0,1,0
LOC730241,0,0,1,0
LOC730242,0,0,1,0
LOC730243,0,0,1,0
LOC730246,0,0,1,0
LOC730249,1,0,1,0
LOC730254,0,0,2,0
LOC730255,0,0,1,0
LOC730256,1,0,1,0
LOC730259,0,0,1,0
LOC730262,0,0,2,0
LOC730268,0,0,2,0
LOC730272,0,0,1,0
LOC730273,1,0,1,0
LOC730274,0,0,1,0
LOC730275,0,0,2,0
LOC730278,0,0,1,0
LOC730281,0,0,1,0
LOC730284,0,0,1,0
LOC730286,0,0,1,0
LOC730288,0,0,1,0
LOC730291,0,0,2,0
LOC730294,0,0,1,0
LOC730302,1,0,1,0
LOC730313,0,0,1,0
LOC730316,1,0,1,0
LOC730322,0,0,1,0
LOC730323,0,0,1,0
LOC730324,0,0,1,0
LOC730329,0,0,1,0
LOC730340,0,0,1,0
LOC730344,0,0,1,0
LOC730347,0,0,4,0
LOC730351,0,0,2,0
LOC730357,0,0,1,0
LOC730358,1,0,1,0
LOC730360,0,0,1,0
LOC730375,0,0,1,0
LOC730376,0,0,2,0
LOC730378,0,0,1,0
LOC730379,0,0,1,0
LOC730382,0,0,1,0
LOC730385,0,0,1,0
LOC730387,0,0,1,0
LOC730389,0,0,1,0
LOC730392,0,0,1,0
LOC730393,0,0,1,0
LOC730396,0,0,1,0
LOC730401,0,0,1,0
LOC730411,0,0,1,0
LOC730412,0,0,1,0
LOC730413,1,0,1,0
LOC730415,0,0,2,0
LOC730417,0,0,4,0
LOC730419,0,0,2,0
LOC730426,0,0,1,0
LOC730427,0,0,1,0
LOC730429,0,0,1,0
LOC730432,1,0,1,0
LOC730455,1,0,2,0
LOC730456,0,0,1,0
LOC730461,0,0,1,0
LOC730465,0,0,2,0
LOC730474,0,0,2,0
LOC730476,0,0,1,0
LOC730479,0,0,1,0
LOC730496,0,0,1,0
LOC730510,0,0,1,0
LOC730517,0,0,2,0
LOC730525,1,0,1,0
LOC730534,1,0,1,0
LOC730535,0,0,2,0
LOC730546,0,0,1,0
LOC730631,0,0,2,0
LOC730644,0,0,1,0
LOC730656,0,0,1,0
LOC730658,0,0,2,0
LOC730668,0,0,1,0
LOC730684,0,0,1,0
LOC730686,0,0,1,0
LOC730704,1,0,1,0
LOC730713,0,0,2,0
LOC730740,1,0,1,0
LOC730743,0,0,1,0
LOC730744,1,0,1,0
LOC730746,1,0,1,0
LOC730754,0,0,1,0
LOC730755,0,0,1,0
LOC730760,0,0,1,0
LOC730796,0,0,1,0
LOC730804,0,0,1,0
LOC730805,0,0,1,0
LOC730809,0,0,1,0
LOC730811,0,0,1,0
LOC730818,0,0,1,0
LOC730820,1,0,1,0
LOC730826,0,0,1,0
LOC730833,0,0,1,0
LOC730839,0,0,2,0
LOC730841,0,0,1,0
LOC730845,0,0,1,0
LOC730861,0,0,2,0
LOC730862,0,0,1,0
LOC730877,0,0,1,0
LOC730883,0,0,1,0
LOC730908,0,0,2,0
LOC730909,0,0,1,0
LOC730919,0,0,1,0
LOC730920,1,0,1,0
LOC730924,0,0,1,0
LOC730926,0,0,1,0
LOC730952,0,0,1,0
LOC730953,1,0,1,0
LOC730964,0,0,2,0
LOC730974,0,0,2,0
LOC730978,0,0,2,0
LOC730990,0,0,2,0
LOC730993,0,0,2,0
LOC730994,1,0,1,0
LOC730995,1,0,1,0
LOC730996,2,0,2,0
LOC731000,0,0,2,0
LOC731002,0,0,1,0
LOC731007,1,0,1,0
LOC731017,0,0,1,0
LOC731035,0,0,1,0
LOC731039,0,0,1,0
LOC731040,0,0,1,0
LOC731042,0,0,1,0
LOC731049,1,0,1,0
LOC731050,0,0,1,0
LOC731052,1,0,1,0
LOC731074,0,0,1,0
LOC731075,0,0,2,0
LOC731082,0,0,1,0
LOC731085,0,0,1,0
LOC731096,1,0,1,0
LOC731102,0,0,1,0
LOC731106,0,0,1,0
LOC731109,0,0,1,0
LOC731139,0,0,1,0
LOC731157,0,0,1,0
LOC731158,0,0,1,0
LOC731159,0,0,1,0
LOC731170,0,0,1,0
LOC731186,0,0,1,0
LOC731196,0,0,2,0
LOC731227,0,0,1,0
LOC731228,0,0,1,0
LOC731231,0,0,1,0
LOC731236,0,0,1,0
LOC731275,0,0,2,0
LOC731282,0,0,1,0
LOC731283,0,0,1,0
LOC731308,0,0,1,0
LOC731312,0,0,1,0
LOC731314,1,0,1,0
LOC731338,0,0,1,0
LOC731365,1,0,1,0
LOC731366,1,0,1,0
LOC731377,0,0,1,0
LOC731396,0,0,1,0
LOC731408,0,0,1,0
LOC731414,0,0,1,0
LOC731419,0,0,1,0
LOC731431,0,0,1,0
LOC731432,0,0,1,0
LOC731438,0,0,1,0
LOC731444,0,0,1,0
LOC731477,0,0,1,0
LOC731479,0,0,1,0
LOC731486,1,0,1,0
LOC731488,0,0,1,0
LOC731496,1,0,1,0
LOC731501,1,0,1,0
LOC731511,0,0,1,0
LOC731528,0,0,1,0
LOC731542,0,0,2,0
LOC731548,0,0,1,0
LOC731551,0,0,1,0
LOC731602,0,0,1,0
LOC731605,0,0,1,0
LOC731631,0,0,2,0
LOC731640,1,0,1,0
LOC731641,0,0,1,0
LOC731642,0,0,1,0
LOC731656,0,0,1,0
LOC731658,0,0,1,0
LOC731670,0,0,1,0
LOC731682,1,0,1,0
LOC731714,0,0,1,0
LOC731718,0,0,1,0
LOC731724,0,0,1,0
LOC731742,0,0,1,0
LOC731751,0,0,1,0
LOC731777,1,0,1,0
LOC731779,0,0,1,0
LOC731787,0,0,1,0
LOC731789,0,0,2,0
LOC731797,0,0,2,0
LOC731823,0,0,2,0
LOC731827,0,0,1,0
LOC731835,1,0,1,0
LOC731837,0,0,1,0
LOC731852,0,0,1,0
LOC731878,1,0,1,0
LOC731881,0,0,1,0
LOC731884,0,0,1,0
LOC731895,1,0,1,0
LOC731898,0,0,1,0
LOC731909,0,0,1,0
LOC731915,0,0,1,0
LOC731932,0,0,2,0
LOC731950,1,0,2,0
LOC731954,0,0,1,0
LOC731957,0,0,1,0
LOC731969,0,0,2,0
LOC731985,1,0,1,0
LOC731992,0,0,1,0
LOC731999,1,0,2,0
LOC732007,1,0,1,0
LOC732040,0,0,1,0
LOC732043,0,0,2,0
LOC732058,0,0,1,0
LOC732075,1,0,1,0
LOC732107,1,0,1,0
LOC732111,0,0,1,0
LOC732134,0,0,1,0
LOC732138,0,0,1,0
LOC732139,1,0,1,0
LOC732146,0,0,1,0
LOC732150,0,0,1,0
LOC732156,0,0,1,0
LOC732157,0,0,1,0
LOC732160,0,0,1,0
LOC732162,0,0,2,0
LOC732165,1,0,1,0
LOC732172,1,0,1,0
LOC732199,0,0,1,0
LOC732206,1,0,1,0
LOC732215,0,0,1,0
LOC732226,0,0,1,0
LOC732229,0,0,1,0
LOC732272,0,0,1,0
LOC732275,0,0,1,0
LOC732300,0,0,1,0
LOC732313,0,0,1,0
LOC732316,0,0,1,0
LOC732343,0,0,1,0
LOC732360,0,0,2,0
LOC732371,1,0,1,0
LOC732372,0,0,1,0
LOC732377,0,0,1,0
LOC732381,0,0,1,0
LOC732387,1,0,1,0
LOC732391,0,0,1,0
LOC732393,1,0,3,0
LOC732402,0,0,1,0
LOC732415,0,0,1,0
LOC732416,0,0,1,0
LOC732419,0,0,1,0
LOC732424,0,0,1,0
LOC732425,1,0,1,0
LOC732428,0,0,1,0
LOC732429,0,0,1,0
LOC732432,0,0,1,0
LOC732434,0,0,1,0
LOC732435,0,0,2,0
LOC732436,0,0,1,0
LOC732441,0,0,1,0
LOC732443,0,0,1,0
LOC732445,0,0,1,0
LOC732446,0,0,1,0
LOC732447,0,0,1,0
LOC732450,1,0,1,0
LOC732455,0,0,1,0
LOC791120,0,0,1,0
LOC81691,1,0,1,0
LOC85389,1,0,1,0
LOC85390,1,0,1,0
LOC85391,0,0,1,0
LOC88523,1,0,1,0
LOC90113,0,0,1,0
LOC90120,1,0,1,0
LOC90342,0,0,1,0
LOC90499,0,0,2,0
LOC90586,1,0,2,0
LOC90624,1,0,1,0
LOC90925,1,0,1,0
LOC91316,0,0,1,0
LOC91431,1,0,1,0
LOC91461,1,0,1,0
LOC91561,2,0,2,0
LOC91661,1,0,1,0
LOC91664,1,0,1,0
LOC91948,1,0,1,0
LOC92017,1,0,1,0
LOC92154,0,0,1,0
LOC92249,0,0,1,0
LOC92497,1,0,1,0
LOC92659,0,0,1,0
LOC92755,0,0,2,0
LOC92973,0,0,1,0
LOC93349,1,0,1,0
LOC93432,0,0,1,0
LOC93463,0,0,1,0
LOC93556,1,0,1,0
LOC93622,1,0,1,0
LOC96597,0,0,1,0
LOC96610,1,0,1,0
LOH12CR1,1,0,1,0
LOH12CR2,0,0,1,1
LOH3CR2A,1,0,1,0
LONP1,1,0,1,1
LONP2,2,0,2,1
LONRF1,1,0,1,1
LONRF2,1,0,2,1
LONRF2P2,0,0,0,1
LONRF3,1,0,2,1
LOR,1,0,1,1
LOX,1,0,1,1
LOXHD1,0,0,1,1
LOXL1,2,0,3,1
LOXL1_AS1,0,0,0,1
LOXL2,0,0,1,1
LOXL3,1,0,1,1
LOXL4,1,0,1,1
LPA,0,0,5,1
LPAL2,0,0,5,1
LPAR1,2,0,2,1
LPAR2,0,0,1,1
LPAR3,0,0,1,1
LPAR4,1,0,1,1
LPAR5,1,0,1,1
LPAR6,0,0,0,1
LPCAT1,1,0,1,1
LPCAT2,1,0,1,1
LPCAT2BP,0,0,0,1
LPCAT3,1,0,1,1
LPCAT4,1,0,1,1
LPGAT1,2,0,2,1
LPHN1,1,0,2,0
LPHN2,1,0,1,0
LPHN3,1,0,2,0
LPIN1,1,0,1,1
LPIN2,2,0,2,1
LPIN3,1,0,1,1
LPL,1,0,1,1
LPO,0,0,1,1
LPP,1,0,1,1
LPP_AS1,0,0,0,1
LPP_AS2,0,0,0,1
LPPR1,1,0,3,0
LPPR2,1,0,1,0
LPPR3,0,0,1,0
LPPR4,2,0,2,0
LPPR5,1,0,2,0
LPXN,1,0,1,1
LQK1,0,0,1,0
LRAP,1,0,1,0
LRAT,1,0,1,1
LRBA,2,0,2,1
LRCH1,1,0,2,1
LRCH2,1,0,1,1
LRCH3,1,0,1,1
LRCH4,2,0,2,1
LRCOL1,0,0,0,1
LRDD,2,0,3,0
LRFN1,0,0,1,1
LRFN2,0,0,1,1
LRFN3,1,0,1,1
LRFN4,1,0,1,1
LRFN5,1,0,1,1
LRG1,1,0,1,1
LRGUK,1,0,1,1
LRIF1,0,0,0,1
LRIG1,2,0,2,1
LRIG2,1,0,1,1
LRIG3,1,0,1,1
LRIT1,0,0,1,1
LRIT2,0,0,1,1
LRIT3,0,0,1,1
LRMDA,0,0,0,1
LRMP,1,0,1,1
LRP1,1,0,1,1
LRP1_AS,0,0,0,1
LRP10,1,0,1,1
LRP11,1,0,1,1
LRP12,1,0,1,1
LRP1B,1,0,1,1
LRP2,1,0,1,1
LRP2BP,1,0,1,1
LRP3,1,0,1,1
LRP4,1,1,1,1
LRP4_AS1,0,0,0,1
LRP5,2,0,2,1
LRP5L,1,0,1,1
LRP6,1,0,1,1
LRP8,2,0,2,1
LRPAP1,1,0,1,1
LRPPRC,1,0,1,1
LRR1,0,0,0,1
LRRC1,2,0,3,1
LRRC10,0,0,1,1
LRRC10B,0,0,0,1
LRRC14,1,0,1,1
LRRC14B,0,0,1,1
LRRC15,1,0,1,1
LRRC16,1,0,1,0
LRRC16A,0,0,1,0
LRRC16B,0,0,1,0
LRRC17,2,0,3,1
LRRC18,0,0,1,1
LRRC19,0,0,1,1
LRRC2,1,0,2,1
LRRC2_AS1,0,0,0,1
LRRC20,2,0,3,1
LRRC23,2,0,2,1
LRRC24,0,0,1,1
LRRC25,2,0,2,1
LRRC26,1,0,1,1
LRRC27,0,0,1,1
LRRC28,1,0,1,1
LRRC29,1,0,2,1
LRRC3,1,0,1,1
LRRC3_AS1,0,0,0,1
LRRC30,0,0,1,1
LRRC31,1,0,1,1
LRRC32,1,0,1,1
LRRC33,1,0,1,0
LRRC34,0,0,1,1
LRRC34P1,0,0,0,1
LRRC34P2,0,0,0,1
LRRC36,1,0,1,1
LRRC37A,1,0,1,1
LRRC37A11P,0,0,0,1
LRRC37A12P,0,0,0,1
LRRC37A13P,0,0,0,1
LRRC37A14P,0,0,0,1
LRRC37A15P,0,0,0,1
LRRC37A16P,0,0,0,1
LRRC37A17P,0,0,0,1
LRRC37A2,0,0,1,1
LRRC37A3,0,0,1,1
LRRC37A4,1,0,2,0
LRRC37A4P,0,0,0,1
LRRC37A5P,0,0,0,1
LRRC37A6P,0,0,0,1
LRRC37A7P,0,0,0,1
LRRC37A9P,0,0,0,1
LRRC37B,1,0,4,1
LRRC37B2,0,0,1,0
LRRC37BP1,0,0,0,1
LRRC38,1,0,1,1
LRRC39,1,0,1,1
LRRC3B,0,0,2,1
LRRC3C,0,0,0,1
LRRC4,0,0,1,1
LRRC40,2,0,2,1
LRRC41,1,0,1,1
LRRC42,1,0,1,1
LRRC43,1,0,1,1
LRRC44,0,0,1,0
LRRC45,3,0,3,1
LRRC46,1,0,1,1
LRRC47,1,0,1,1
LRRC48,2,0,4,0
LRRC49,1,0,1,1
LRRC4B,1,0,2,1
LRRC4C,1,0,1,1
LRRC50,1,0,1,0
LRRC52,1,0,1,1
LRRC53,0,0,0,1
LRRC55,0,0,1,1
LRRC56,1,0,1,1
LRRC57,1,0,1,1
LRRC58,1,0,2,1
LRRC59,1,0,1,1
LRRC6,1,0,1,1
LRRC61,1,0,1,1
LRRC63,0,0,0,1
LRRC66,0,0,1,1
LRRC67,0,0,1,0
LRRC69,0,0,1,1
LRRC6P1,0,0,0,1
LRRC7,0,0,1,1
LRRC70,0,0,1,1
LRRC71,0,0,0,1
LRRC72,0,0,0,1
LRRC73,0,0,0,1
LRRC74A,0,0,0,1
LRRC74B,0,0,0,1
LRRC75A,0,0,0,1
LRRC75A_AS1,0,0,0,1
LRRC75B,0,0,0,1
LRRC77P,0,0,0,1
LRRC8A,1,0,1,1
LRRC8B,0,0,1,1
LRRC8C,1,0,1,1
LRRC8D,1,0,1,1
LRRC8E,1,0,2,1
LRRC9,0,0,1,1
LRRCC1,1,0,3,1
LRRD1,0,0,0,1
LRRFIP1,1,0,1,1
LRRFIP1P1,0,0,0,1
LRRFIP2,2,0,3,1
LRRIQ1,0,0,1,1
LRRIQ3,0,0,1,1
LRRIQ4,1,0,1,1
LRRK1,1,0,2,1
LRRK2,2,0,2,1
LRRN1,0,0,1,1
LRRN2,1,0,3,1
LRRN3,2,0,2,1
LRRN4,0,0,1,1
LRRN4CL,2,0,2,1
LRRTM1,1,0,2,1
LRRTM2,0,0,1,1
LRRTM3,0,0,2,1
LRRTM4,1,0,1,1
LRSAM1,1,0,3,1
LRTM1,0,0,1,1
LRTM2,0,0,1,1
LRTOMT,1,0,2,1
LRWD1,1,0,1,1
LSAMP,1,0,1,1
LSAMP_AS1,0,0,0,1
LSG1,1,0,1,1
LSINCT5,0,0,0,1
LSM1,1,0,1,1
LSM10,1,0,1,1
LSM11,1,0,1,1
LSM12,2,0,3,1
LSM12P1,0,0,0,1
LSM14A,1,0,1,1
LSM14B,1,0,1,1
LSM1P1,0,0,0,1
LSM1P2,0,0,0,1
LSM2,1,0,1,1
LSM3,2,0,2,1
LSM3P2,0,0,0,1
LSM3P3,0,0,0,1
LSM3P4,0,0,0,1
LSM3P5,0,0,0,1
LSM4,1,0,1,1
LSM5,2,0,2,1
LSM6,1,0,1,1
LSM6P2,0,0,0,1
LSM7,1,0,1,1
LSM8,1,0,1,1
LSMD1,1,0,1,0
LSMEM1,0,0,0,1
LSMEM2,0,0,0,1
LSP1,3,0,5,1
LSP1P1,0,0,0,1
LSP1P2,0,0,0,1
LSP1P3,0,0,0,1
LSR,1,0,3,1
LSS,3,0,3,1
LST-3TM12,0,0,1,0
LST1,3,0,4,1
LTA,1,0,1,1
LTA4H,1,0,1,1
LTB,2,1,2,1
LTB4R,1,0,1,1
LTB4R2,1,0,1,1
LTBP1,1,0,2,1
LTBP2,0,0,1,1
LTBP3,2,0,4,1
LTBP4,1,0,2,1
LTBR,1,0,1,1
LTC4S,1,0,2,1
LTF,1,0,1,1
LTK,1,0,2,1
LTN1,0,0,0,1
LTV1,1,0,1,1
LTV1P1,0,0,0,1
LUADT1,0,0,0,1
LUARIS,0,0,0,1
LUC7L,2,0,3,1
LUC7L2,1,0,1,1
LUC7L3,0,0,0,1
LUCAT1,0,0,0,1
LUM,2,0,2,1
LURAP1,0,0,0,1
LURAP1L,0,0,0,1
LURAP1L_AS1,0,0,0,1
LUZP1,1,0,1,1
LUZP2,1,0,1,1
LUZP4,1,0,1,1
LUZP4P1,0,0,0,1
LUZP5,0,0,1,0
LUZP6,0,0,1,1
LVRN,0,0,1,1
LXN,1,0,1,1
LY6D,0,0,1,1
LY6E,1,0,1,1
LY6G5B,1,0,1,1
LY6G5C,1,0,3,1
LY6G6C,0,0,1,1
LY6G6D,0,0,1,1
LY6G6E,0,0,1,1
LY6G6F,0,0,1,1
LY6H,2,0,4,1
LY6K,1,0,1,1
LY6L,0,0,0,1
LY75,0,0,1,1
LY75_CD302,0,0,0,1
LY86,1,0,1,1
LY86_AS1,0,0,0,1
LY9,2,0,3,1
LY96,1,0,1,1
LYAR,2,0,2,1
LYARP1,0,0,0,1
LYG1,1,0,1,1
LYG2,0,0,1,1
LYL1,1,0,1,1
LYN,1,1,1,1
LYNX1,0,0,3,1
LYPD1,2,0,2,1
LYPD2,1,0,1,1
LYPD3,1,0,1,1
LYPD4,0,0,1,1
LYPD5,2,0,4,1
LYPD6,1,0,1,1
LYPD6B,1,0,2,1
