gene_name,array,ns,sweden,tcga
AC078960_1,0,0,0,1
AC078962_1,0,0,0,1
AC078962_2,0,0,0,1
AC078962_3,0,0,0,1
AC078962_4,0,0,0,1
AC078974_1,0,0,0,1
AC078980_1,0,0,0,1
AC078991_1,0,0,0,1
AC078993_1,0,0,0,1
AC079015_1,0,0,0,1
AC079031_1,0,0,0,1
AC079031_2,0,0,0,1
AC079035_1,0,0,0,1
AC079054_1,0,0,0,1
AC079061_1,0,0,0,1
AC079062_1,0,0,0,1
AC079064_1,0,0,0,1
AC079070_1,0,0,0,1
AC079075_1,0,0,0,1
AC079075_2,0,0,0,1
AC079080_1,0,0,0,1
AC079089_1,0,0,0,1
AC079089_2,0,0,0,1
AC079089_3,0,0,0,1
AC079097_1,0,0,0,1
AC079098_1,0,0,0,1
AC079112_1,0,0,0,1
AC079117_1,0,0,0,1
AC079140_1,0,0,0,1
AC079140_2,0,0,0,1
AC079140_3,0,0,0,1
AC079140_4,0,0,0,1
AC079140_5,0,0,0,1
AC079145_1,0,0,0,1
AC079148_1,0,0,0,1
AC079150_1,0,0,0,1
AC079150_2,0,0,0,1
AC079154_1,0,0,0,1
AC079160_1,0,0,0,1
AC079163_1,0,0,0,1
AC079168_1,0,0,0,1
AC079168_2,0,0,0,1
AC079171_1,0,0,0,1
AC079174_1,0,0,0,1
AC079174_2,0,0,0,1
AC079178_1,0,0,0,1
AC079178_2,0,0,0,1
AC079193_1,0,0,0,1
AC079193_2,0,0,0,1
AC079203_1,0,0,0,1
AC079203_2,0,0,0,1
AC079209_1,0,0,0,1
AC079209_2,0,0,0,1
AC079210_1,0,0,0,1
AC079226_1,0,0,0,1
AC079226_2,0,0,0,1
AC079228_1,0,0,0,1
AC079230_1,0,0,0,1
AC079238_1,0,0,0,1
AC079248_1,0,0,0,1
AC079248_2,0,0,0,1
AC079250_1,0,0,0,1
AC079296_1,0,0,0,1
AC079298_1,0,0,0,1
AC079298_2,0,0,0,1
AC079298_3,0,0,0,1
AC079305_1,0,0,0,1
AC079305_2,0,0,0,1
AC079305_3,0,0,0,1
AC079310_1,0,0,0,1
AC079313_1,0,0,0,1
AC079313_2,0,0,0,1
AC079315_1,0,0,0,1
AC079316_1,0,0,0,1
AC079316_2,0,0,0,1
AC079322_1,0,0,0,1
AC079325_1,0,0,0,1
AC079328_1,0,0,0,1
AC079328_2,0,0,0,1
AC079328_3,0,0,0,1
AC079329_1,0,0,0,1
AC079331_1,0,0,0,1
AC079331_2,0,0,0,1
AC079336_1,0,0,0,1
AC079336_2,0,0,0,1
AC079336_3,0,0,0,1
AC079336_4,0,0,0,1
AC079336_5,0,0,0,1
AC079336_6,0,0,0,1
AC079336_7,0,0,0,1
AC079340_1,0,0,0,1
AC079340_2,0,0,0,1
AC079341_1,0,0,0,1
AC079349_1,0,0,0,1
AC079354_1,0,0,0,1
AC079354_2,0,0,0,1
AC079354_3,0,0,0,1
AC079355_1,0,0,0,1
AC079355_2,0,0,0,1
AC079360_1,0,0,0,1
AC079362_1,0,0,0,1
AC079363_1,0,0,0,1
AC079380_1,0,0,0,1
AC079382_1,0,0,0,1
AC079384_1,0,0,0,1
AC079385_1,0,0,0,1
AC079385_2,0,0,0,1
AC079385_3,0,0,0,1
AC079395_1,0,0,0,1
AC079395_2,0,0,0,1
AC079395_3,0,0,0,1
AC079411_1,0,0,0,1
AC079414_1,0,0,0,1
AC079414_2,0,0,0,1
AC079414_3,0,0,0,1
AC079416_1,0,0,0,1
AC079416_2,0,0,0,1
AC079416_3,0,0,0,1
AC079447_1,0,0,0,1
AC079448_1,0,0,0,1
AC079456_1,0,0,0,1
AC079465_1,0,0,0,1
AC079466_1,0,0,0,1
AC079466_2,0,0,0,1
AC079467_1,0,0,0,1
AC079584_1,0,0,0,1
AC079584_2,0,0,0,1
AC079587_1,0,0,0,1
AC079594_1,0,0,0,1
AC079594_2,0,0,0,1
AC079597_1,0,0,0,1
AC079598_1,0,0,0,1
AC079598_2,0,0,0,1
AC079598_3,0,0,0,1
AC079598_4,0,0,0,1
AC079598_5,0,0,0,1
AC079600_1,0,0,0,1
AC079600_2,0,0,0,1
AC079600_3,0,0,0,1
AC079601_1,0,0,0,1
AC079601_2,0,0,0,1
AC079602_1,0,0,0,1
AC079602_2,0,0,0,1
AC079602_3,0,0,0,1
AC079610_1,0,0,0,1
AC079610_2,0,0,0,1
AC079610_3,0,0,0,1
AC079612_1,0,0,0,1
AC079612_2,0,0,0,1
AC079630_1,0,0,0,1
AC079684_1,0,0,0,1
AC079741_1,0,0,0,1
AC079742_1,0,0,0,1
AC079753_1,0,0,0,1
AC079760_1,0,0,0,1
AC079760_2,0,0,0,1
AC079763_1,0,0,0,1
AC079766_1,0,0,0,1
AC079768_1,0,0,0,1
AC079776_1,0,0,0,1
AC079776_2,0,0,0,1
AC079776_3,0,0,0,1
AC079776_4,0,0,0,1
AC079777_1,0,0,0,1
AC079779_1,0,0,0,1
AC079779_2,0,0,0,1
AC079779_3,0,0,0,1
AC079779_4,0,0,0,1
AC079780_1,0,0,0,1
AC079781_1,0,0,0,1
AC079781_2,0,0,0,1
AC079781_3,0,0,0,1
AC079789_1,0,0,0,1
AC079790_1,0,0,0,1
AC079791_1,0,0,0,1
AC079793_1,0,0,0,1
AC079795_1,0,0,0,1
AC079799_1,0,0,0,1
AC079801_1,0,0,0,1
AC079804_1,0,0,0,1
AC079804_2,0,0,0,1
AC079804_3,0,0,0,1
AC079807_1,0,0,0,1
AC079807_2,0,0,0,1
AC079809_1,0,0,0,1
AC079834_1,0,0,0,1
AC079834_2,0,0,0,1
AC079841_1,0,0,0,1
AC079848_1,0,0,0,1
AC079858_1,0,0,0,1
AC079866_1,0,0,0,1
AC079866_2,0,0,0,1
AC079880_1,0,0,0,1
AC079880_2,0,0,0,1
AC079882_1,0,0,0,1
AC079896_1,0,0,0,1
AC079905_1,0,0,0,1
AC079905_2,0,0,0,1
AC079906_1,0,0,0,1
AC079907_1,0,0,0,1
AC079907_2,0,0,0,1
AC079910_1,0,0,0,1
AC079915_1,0,0,0,1
AC079917_1,0,0,0,1
AC079921_1,0,0,0,1
AC079921_2,0,0,0,1
AC079922_1,0,0,0,1
AC079922_2,0,0,0,1
AC079942_1,0,0,0,1
AC079943_1,0,0,0,1
AC079943_2,0,0,0,1
AC079944_1,0,0,0,1
AC079944_2,0,0,0,1
AC079949_1,0,0,0,1
AC079949_2,0,0,0,1
AC079950_1,0,0,0,1
AC079953_1,0,0,0,1
AC079987_1,0,0,0,1
AC079988_1,0,0,0,1
AC080011_1,0,0,0,1
AC080013_1,0,0,0,1
AC080013_2,0,0,0,1
AC080013_3,0,0,0,1
AC080013_4,0,0,0,1
AC080013_5,0,0,0,1
AC080013_6,0,0,0,1
AC080014_1,0,0,0,1
AC080023_1,0,0,0,1
AC080023_2,0,0,0,1
AC080037_1,0,0,0,1
AC080038_1,0,0,0,1
AC080038_2,0,0,0,1
AC080038_3,0,0,0,1
AC080075_1,0,0,0,1
AC080078_1,0,0,0,1
AC080078_2,0,0,0,1
AC080078_3,0,0,0,1
AC080079_1,0,0,0,1
AC080080_1,0,0,0,1
AC080080_2,0,0,0,1
AC080100_1,0,0,0,1
AC080112_1,0,0,0,1
AC080112_2,0,0,0,1
AC080112_3,0,0,0,1
AC080112_4,0,0,0,1
AC080125_1,0,0,0,1
AC080128_1,0,0,0,1
AC080129_1,0,0,0,1
AC080129_2,0,0,0,1
AC080162_1,0,0,0,1
AC080188_1,0,0,0,1
AC080188_2,0,0,0,1
AC080188_3,0,0,0,1
AC082650_1,0,0,0,1
AC082651_1,0,0,0,1
AC082651_2,0,0,0,1
AC082651_3,0,0,0,1
AC082651_4,0,0,0,1
AC083760_1,0,0,0,1
AC083795_1,0,0,0,1
AC083795_2,0,0,0,1
AC083798_1,0,0,0,1
AC083798_2,0,0,0,1
AC083799_1,0,0,0,1
AC083800_1,0,0,0,1
AC083801_1,0,0,0,1
AC083801_2,0,0,0,1
AC083805_1,0,0,0,1
AC083805_2,0,0,0,1
AC083805_3,0,0,0,1
AC083806_1,0,0,0,1
AC083806_2,0,0,0,1
AC083806_3,0,0,0,1
AC083809_1,0,0,0,1
AC083822_1,0,0,0,1
AC083829_1,0,0,0,1
AC083836_1,0,0,0,1
AC083837_1,0,0,0,1
AC083841_1,0,0,0,1
AC083841_2,0,0,0,1
AC083841_3,0,0,0,1
AC083843_1,0,0,0,1
AC083843_2,0,0,0,1
AC083843_3,0,0,0,1
AC083849_1,0,0,0,1
AC083855_1,0,0,0,1
AC083862_1,0,0,0,1
AC083862_2,0,0,0,1
AC083863_1,0,0,0,1
AC083864_1,0,0,0,1
AC083864_2,0,0,0,1
AC083864_3,0,0,0,1
AC083867_1,0,0,0,1
AC083873_1,0,0,0,1
AC083875_1,0,0,0,1
AC083880_1,0,0,0,1
AC083899_1,0,0,0,1
AC083899_2,0,0,0,1
AC083899_3,0,0,0,1
AC083900_1,0,0,0,1
AC083902_1,0,0,0,1
AC083902_2,0,0,0,1
AC083904_1,0,0,0,1
AC083906_1,0,0,0,1
AC083906_2,0,0,0,1
AC083906_3,0,0,0,1
AC083906_4,0,0,0,1
AC083906_5,0,0,0,1
AC083923_1,0,0,0,1
AC083923_2,0,0,0,1
AC083939_1,0,0,0,1
AC083949_1,0,0,0,1
AC083964_1,0,0,0,1
AC083964_2,0,0,0,1
AC083967_1,0,0,0,1
AC083973_1,0,0,0,1
AC083982_1,0,0,0,1
AC084017_1,0,0,0,1
AC084018_1,0,0,0,1
AC084018_2,0,0,0,1
AC084024_1,0,0,0,1
AC084024_2,0,0,0,1
AC084024_3,0,0,0,1
AC084026_1,0,0,0,1
AC084026_2,0,0,0,1
AC084026_3,0,0,0,1
AC084030_1,0,0,0,1
AC084032_1,0,0,0,1
AC084033_1,0,0,0,1
AC084033_2,0,0,0,1
AC084033_3,0,0,0,1
AC084036_1,0,0,0,1
AC084048_1,0,0,0,1
AC084064_1,0,0,0,1
AC084082_1,0,0,0,1
AC084083_1,0,0,0,1
AC084116_1,0,0,0,1
AC084116_2,0,0,0,1
AC084116_3,0,0,0,1
AC084116_4,0,0,0,1
AC084117_1,0,0,0,1
AC084121_1,0,0,0,1
AC084121_2,0,0,0,1
AC084125_1,0,0,0,1
AC084125_2,0,0,0,1
AC084125_3,0,0,0,1
AC084125_4,0,0,0,1
AC084128_1,0,0,0,1
AC084149_1,0,0,0,1
AC084149_2,0,0,0,1
AC084198_1,0,0,0,1
AC084200_1,0,0,0,1
AC084211_1,0,0,0,1
AC084251_1,0,0,0,1
AC084262_1,0,0,0,1
AC084290_1,0,0,0,1
AC084291_1,0,0,0,1
AC084337_1,0,0,0,1
AC084346_1,0,0,0,1
AC084346_2,0,0,0,1
AC084357_1,0,0,0,1
AC084357_2,0,0,0,1
AC084357_3,0,0,0,1
AC084361_1,0,0,0,1
AC084364_1,0,0,0,1
AC084364_2,0,0,0,1
AC084365_1,0,0,0,1
AC084368_1,0,0,0,1
AC084373_1,0,0,0,1
AC084398_1,0,0,0,1
AC084398_2,0,0,0,1
AC084706_1,0,0,0,1
AC084752_1,0,0,0,1
AC084754_1,0,0,0,1
AC084756_1,0,0,0,1
AC084757_1,0,0,0,1
AC084757_2,0,0,0,1
AC084757_3,0,0,0,1
AC084757_4,0,0,0,1
AC084759_1,0,0,0,1
AC084759_2,0,0,0,1
AC084759_3,0,0,0,1
AC084768_1,0,0,0,1
AC084768_2,0,0,0,1
AC084781_1,0,0,0,1
AC084781_2,0,0,0,1
AC084782_1,0,0,0,1
AC084782_2,0,0,0,1
AC084782_3,0,0,0,1
AC084783_1,0,0,0,1
AC084809_1,0,0,0,1
AC084809_2,0,0,0,1
AC084816_1,0,0,0,1
AC084819_1,0,0,0,1
AC084824_1,0,0,0,1
AC084824_2,0,0,0,1
AC084824_3,0,0,0,1
AC084824_4,0,0,0,1
AC084824_5,0,0,0,1
AC084838_1,0,0,0,1
AC084851_1,0,0,0,1
AC084851_2,0,0,0,1
AC084851_3,0,0,0,1
AC084855_1,0,0,0,1
AC084855_2,0,0,0,1
AC084859_1,0,0,0,1
AC084864_1,0,0,0,1
AC084866_1,0,0,0,1
AC084866_2,0,0,0,1
AC084871_1,0,0,0,1
AC084871_2,0,0,0,1
AC084876_1,0,0,0,1
AC084876_2,0,0,0,1
AC084878_1,0,0,0,1
AC084879_1,0,0,0,1
AC084879_2,0,0,0,1
AC084880_1,0,0,0,1
AC084880_2,0,0,0,1
AC084880_3,0,0,0,1
AC084880_4,0,0,0,1
AC084882_1,0,0,0,1
AC087045_1,0,0,0,1
AC087045_2,0,0,0,1
AC087045_3,0,0,0,1
AC087071_1,0,0,0,1
AC087071_2,0,0,0,1
AC087072_1,0,0,0,1
AC087072_2,0,0,0,1
AC087163_1,0,0,0,1
AC087163_2,0,0,0,1
AC087163_3,0,0,0,1
AC087164_1,0,0,0,1
AC087164_2,0,0,0,1
AC087190_1,0,0,0,1
AC087190_2,0,0,0,1
AC087190_3,0,0,0,1
AC087190_4,0,0,0,1
AC087203_1,0,0,0,1
AC087203_2,0,0,0,1
AC087203_3,0,0,0,1
AC087222_1,0,0,0,1
AC087235_1,0,0,0,1
AC087239_1,0,0,0,1
AC087241_1,0,0,0,1
AC087241_2,0,0,0,1
AC087241_3,0,0,0,1
AC087241_4,0,0,0,1
AC087242_1,0,0,0,1
AC087257_1,0,0,0,1
AC087257_2,0,0,0,1
AC087258_1,0,0,0,1
AC087258_2,0,0,0,1
AC087260_1,0,0,0,1
AC087269_1,0,0,0,1
AC087272_1,0,0,0,1
AC087273_1,0,0,0,1
AC087273_2,0,0,0,1
AC087276_1,0,0,0,1
AC087276_2,0,0,0,1
AC087276_3,0,0,0,1
AC087276_4,0,0,0,1
AC087277_1,0,0,0,1
AC087277_2,0,0,0,1
AC087280_1,0,0,0,1
AC087283_1,0,0,0,1
AC087284_1,0,0,0,1
AC087286_1,0,0,0,1
AC087286_2,0,0,0,1
AC087286_3,0,0,0,1
AC087286_4,0,0,0,1
AC087289_1,0,0,0,1
AC087289_2,0,0,0,1
AC087289_3,0,0,0,1
AC087289_4,0,0,0,1
AC087289_5,0,0,0,1
AC087292_1,0,0,0,1
AC087294_1,0,0,0,1
AC087301_1,0,0,0,1
AC087311_1,0,0,0,1
AC087311_2,0,0,0,1
AC087312_1,0,0,0,1
AC087318_1,0,0,0,1
AC087321_1,0,0,0,1
AC087341_1,0,0,0,1
AC087343_1,0,0,0,1
AC087354_1,0,0,0,1
AC087359_1,0,0,0,1
AC087360_1,0,0,0,1
AC087362_1,0,0,0,1
AC087362_2,0,0,0,1
AC087369_1,0,0,0,1
AC087373_1,0,0,0,1
AC087379_1,0,0,0,1
AC087379_2,0,0,0,1
AC087380_1,0,0,0,1
AC087385_1,0,0,0,1
AC087385_2,0,0,0,1
AC087385_3,0,0,0,1
AC087386_1,0,0,0,1
AC087386_2,0,0,0,1
AC087388_1,0,0,0,1
AC087392_1,0,0,0,1
AC087392_2,0,0,0,1
AC087392_3,0,0,0,1
AC087392_4,0,0,0,1
AC087392_5,0,0,0,1
AC087393_1,0,0,0,1
AC087393_2,0,0,0,1
AC087393_3,0,0,0,1
AC087399_1,0,0,0,1
AC087430_1,0,0,0,1
AC087439_1,0,0,0,1
AC087439_2,0,0,0,1
AC087441_1,0,0,0,1
AC087441_2,0,0,0,1
AC087442_1,0,0,0,1
AC087457_1,0,0,0,1
AC087463_1,0,0,0,1
AC087463_2,0,0,0,1
AC087463_3,0,0,0,1
AC087463_4,0,0,0,1
AC087465_1,0,0,0,1
AC087468_1,0,0,0,1
AC087473_1,0,0,0,1
AC087477_1,0,0,0,1
AC087477_2,0,0,0,1
AC087477_3,0,0,0,1
AC087477_4,0,0,0,1
AC087477_5,0,0,0,1
AC087477_6,0,0,0,1
AC087481_1,0,0,0,1
AC087481_2,0,0,0,1
AC087481_3,0,0,0,1
AC087482_1,0,0,0,1
AC087491_1,0,0,0,1
AC087498_1,0,0,0,1
AC087498_2,0,0,0,1
AC087499_1,0,0,0,1
AC087499_2,0,0,0,1
AC087499_3,0,0,0,1
AC087499_4,0,0,0,1
AC087499_5,0,0,0,1
AC087499_6,0,0,0,1
AC087499_7,0,0,0,1
AC087499_8,0,0,0,1
AC087500_1,0,0,0,1
AC087500_2,0,0,0,1
AC087501_1,0,0,0,1
AC087501_2,0,0,0,1
AC087501_3,0,0,0,1
AC087501_4,0,0,0,1
AC087501_5,0,0,0,1
AC087516_1,0,0,0,1
AC087516_2,0,0,0,1
AC087518_1,0,0,0,1
AC087521_1,0,0,0,1
AC087521_2,0,0,0,1
AC087521_3,0,0,0,1
AC087525_1,0,0,0,1
AC087564_1,0,0,0,1
AC087565_1,0,0,0,1
AC087575_1,0,0,0,1
AC087588_1,0,0,0,1
AC087588_2,0,0,0,1
AC087612_1,0,0,0,1
AC087620_1,0,0,0,1
AC087623_1,0,0,0,1
AC087623_2,0,0,0,1
AC087623_3,0,0,0,1
AC087623_4,0,0,0,1
AC087627_1,0,0,0,1
AC087632_1,0,0,0,1
AC087633_1,0,0,0,1
AC087633_2,0,0,0,1
AC087636_1,0,0,0,1
AC087639_1,0,0,0,1
AC087641_1,0,0,0,1
AC087645_1,0,0,0,1
AC087645_2,0,0,0,1
AC087645_3,0,0,0,1
AC087650_1,0,0,0,1
AC087664_1,0,0,0,1
AC087664_2,0,0,0,1
AC087664_3,0,0,0,1
AC087667_1,0,0,0,1
AC087672_1,0,0,0,1
AC087672_2,0,0,0,1
AC087672_3,0,0,0,1
AC087683_1,0,0,0,1
AC087683_2,0,0,0,1
AC087685_1,0,0,0,1
AC087699_1,0,0,0,1
AC087721_1,0,0,0,1
AC087741_1,0,0,0,1
AC087741_2,0,0,0,1
AC087741_3,0,0,0,1
AC087742_1,0,0,0,1
AC087742_2,0,0,0,1
AC087749_1,0,0,0,1
AC087749_2,0,0,0,1
AC087752_1,0,0,0,1
AC087752_2,0,0,0,1
AC087752_3,0,0,0,1
AC087752_4,0,0,0,1
AC087761_1,0,0,0,1
AC087762_1,0,0,0,1
AC087762_2,0,0,0,1
AC087763_1,0,0,0,1
AC087783_1,0,0,0,1
AC087783_2,0,0,0,1
AC087798_1,0,0,0,1
AC087808_1,0,0,0,1
AC087821_1,0,0,0,1
AC087854_1,0,0,0,1
AC087855_1,0,0,0,1
AC087855_2,0,0,0,1
AC087857_1,0,0,0,1
AC087863_1,0,0,0,1
AC087878_1,0,0,0,1
AC087879_1,0,0,0,1
AC087883_1,0,0,0,1
AC087884_1,0,0,0,1
AC087885_1,0,0,0,1
AC087888_1,0,0,0,1
AC087893_1,0,0,0,1
AC087893_2,0,0,0,1
AC087894_1,0,0,0,1
AC087894_2,0,0,0,1
AC087894_3,0,0,0,1
AC087897_1,0,0,0,1
AC087897_2,0,0,0,1
AC089983_1,0,0,0,1
AC089984_1,0,0,0,1
AC089984_2,0,0,0,1
AC089984_3,0,0,0,1
AC089987_1,0,0,0,1
AC089987_2,0,0,0,1
AC089987_3,0,0,0,1
AC089998_1,0,0,0,1
AC089998_2,0,0,0,1
AC089998_3,0,0,0,1
AC089998_4,0,0,0,1
AC089999_1,0,0,0,1
AC089999_2,0,0,0,1
AC089999_3,0,0,0,1
AC090001_1,0,0,0,1
AC090004_1,0,0,0,1
AC090013_1,0,0,0,1
AC090017_1,0,0,0,1
AC090018_1,0,0,0,1
AC090022_1,0,0,0,1
AC090023_1,0,0,0,1
AC090023_2,0,0,0,1
AC090044_1,0,0,0,1
AC090049_1,0,0,0,1
AC090049_2,0,0,0,1
AC090058_1,0,0,0,1
AC090061_1,0,0,0,1
AC090071_1,0,0,0,1
AC090079_1,0,0,0,1
AC090079_2,0,0,0,1
AC090092_1,0,0,0,1
AC090093_1,0,0,0,1
AC090095_1,0,0,0,1
AC090096_1,0,0,0,1
AC090099_1,0,0,0,1
AC090099_2,0,0,0,1
AC090099_3,0,0,0,1
AC090099_4,0,0,0,1
AC090103_1,0,0,0,1
AC090109_1,0,0,0,1
AC090114_1,0,0,0,1
AC090114_2,0,0,0,1
AC090114_3,0,0,0,1
AC090115_1,0,0,0,1
AC090115_2,0,0,0,1
AC090115_3,0,0,0,1
AC090115_4,0,0,0,1
AC090116_1,0,0,0,1
AC090124_1,0,0,0,1
AC090124_2,0,0,0,1
AC090124_3,0,0,0,1
AC090125_1,0,0,0,1
AC090132_1,0,0,0,1
AC090132_2,0,0,0,1
AC090136_1,0,0,0,1
AC090136_2,0,0,0,1
AC090136_3,0,0,0,1
AC090138_1,0,0,0,1
AC090142_1,0,0,0,1
AC090142_2,0,0,0,1
AC090142_3,0,0,0,1
AC090150_1,0,0,0,1
AC090150_2,0,0,0,1
AC090151_1,0,0,0,1
AC090152_1,0,0,0,1
AC090155_1,0,0,0,1
AC090155_2,0,0,0,1
AC090159_1,0,0,0,1
AC090164_1,0,0,0,1
AC090164_2,0,0,0,1
AC090164_3,0,0,0,1
AC090181_1,0,0,0,1
AC090181_2,0,0,0,1
AC090181_3,0,0,0,1
AC090186_1,0,0,0,1
AC090192_1,0,0,0,1
AC090192_2,0,0,0,1
AC090193_1,0,0,0,1
AC090193_2,0,0,0,1
AC090197_1,0,0,0,1
AC090198_1,0,0,0,1
AC090200_1,0,0,0,1
AC090204_1,0,0,0,1
AC090206_1,0,0,0,1
AC090213_1,0,0,0,1
AC090220_1,0,0,0,1
AC090227_1,0,0,0,1
AC090227_2,0,0,0,1
AC090229_1,0,0,0,1
AC090236_1,0,0,0,1
AC090236_2,0,0,0,1
AC090241_1,0,0,0,1
AC090241_2,0,0,0,1
AC090241_3,0,0,0,1
AC090246_1,0,0,0,1
AC090255_1,0,0,0,1
AC090260_1,0,0,0,1
AC090281_1,0,0,0,1
AC090282_1,0,0,0,1
AC090282_2,0,0,0,1
AC090283_1,0,0,0,1
AC090286_1,0,0,0,1
AC090286_2,0,0,0,1
AC090286_3,0,0,0,1
AC090287_1,0,0,0,1
AC090311_1,0,0,0,1
AC090312_1,0,0,0,1
AC090312_2,0,0,0,1
AC090330_1,0,0,0,1
AC090337_1,0,0,0,1
AC090340_1,0,0,0,1
AC090358_1,0,0,0,1
AC090360_1,0,0,0,1
AC090371_1,0,0,0,1
AC090371_2,0,0,0,1
AC090373_1,0,0,0,1
AC090376_1,0,0,0,1
AC090377_1,0,0,0,1
AC090386_1,0,0,0,1
AC090386_2,0,0,0,1
AC090398_1,0,0,0,1
AC090403_1,0,0,0,1
AC090409_1,0,0,0,1
AC090409_2,0,0,0,1
AC090415_1,0,0,0,1
AC090415_2,0,0,0,1
AC090424_1,0,0,0,1
AC090425_1,0,0,0,1
AC090425_2,0,0,0,1
AC090453_1,0,0,0,1
AC090457_1,0,0,0,1
AC090458_1,0,0,0,1
AC090498_1,0,0,0,1
AC090502_1,0,0,0,1
AC090502_2,0,0,0,1
AC090502_3,0,0,0,1
AC090502_4,0,0,0,1
AC090503_1,0,0,0,1
AC090503_2,0,0,0,1
AC090505_1,0,0,0,1
AC090505_2,0,0,0,1
AC090506_1,0,0,0,1
AC090506_2,0,0,0,1
AC090510_1,0,0,0,1
AC090510_2,0,0,0,1
AC090510_3,0,0,0,1
AC090515_1,0,0,0,1
AC090515_2,0,0,0,1
AC090515_3,0,0,0,1
AC090515_4,0,0,0,1
AC090515_5,0,0,0,1
AC090517_1,0,0,0,1
AC090517_2,0,0,0,1
AC090517_3,0,0,0,1
AC090518_1,0,0,0,1
AC090519_1,0,0,0,1
AC090519_2,0,0,0,1
AC090525_1,0,0,0,1
AC090525_2,0,0,0,1
AC090525_3,0,0,0,1
AC090527_1,0,0,0,1
AC090527_2,0,0,0,1
AC090527_3,0,0,0,1
AC090531_1,0,0,0,1
AC090539_1,0,0,0,1
AC090539_2,0,0,0,1
AC090541_1,0,0,0,1
AC090543_1,0,0,0,1
AC090543_2,0,0,0,1
AC090559_1,0,0,0,1
AC090559_2,0,0,0,1
AC090568_1,0,0,0,1
AC090568_2,0,0,0,1
AC090572_1,0,0,0,1
AC090572_2,0,0,0,1
AC090572_3,0,0,0,1
AC090574_1,0,0,0,1
AC090578_1,0,0,0,1
AC090579_1,0,0,0,1
AC090587_1,0,0,0,1
AC090587_2,0,0,0,1
AC090589_1,0,0,0,1
AC090589_2,0,0,0,1
AC090589_3,0,0,0,1
AC090592_1,0,0,0,1
AC090602_1,0,0,0,1
AC090607_1,0,0,0,1
AC090607_2,0,0,0,1
AC090607_3,0,0,0,1
AC090607_4,0,0,0,1
AC090607_5,0,0,0,1
AC090615_1,0,0,0,1
AC090616_1,0,0,0,1
AC090616_2,0,0,0,1
AC090616_3,0,0,0,1
AC090616_4,0,0,0,1
AC090616_5,0,0,0,1
AC090616_6,0,0,0,1
AC090616_7,0,0,0,1
AC090617_1,0,0,0,1
AC090617_10,0,0,0,1
AC090617_2,0,0,0,1
AC090617_3,0,0,0,1
AC090617_4,0,0,0,1
AC090617_5,0,0,0,1
AC090617_6,0,0,0,1
AC090617_7,0,0,0,1
AC090617_8,0,0,0,1
AC090617_9,0,0,0,1
AC090618_1,0,0,0,1
AC090621_1,0,0,0,1
AC090625_1,0,0,0,1
AC090625_2,0,0,0,1
AC090630_1,0,0,0,1
AC090638_1,0,0,0,1
AC090643_1,0,0,0,1
AC090643_2,0,0,0,1
AC090651_1,0,0,0,1
AC090666_1,0,0,0,1
AC090673_1,0,0,0,1
AC090673_2,0,0,0,1
AC090680_1,0,0,0,1
AC090680_2,0,0,0,1
AC090686_1,0,0,0,1
AC090692_1,0,0,0,1
AC090695_1,0,0,0,1
AC090696_1,0,0,0,1
AC090699_1,0,0,0,1
AC090707_1,0,0,0,1
AC090709_1,0,0,0,1
AC090735_1,0,0,0,1
AC090739_1,0,0,0,1
AC090740_1,0,0,0,1
AC090751_1,0,0,0,1
AC090753_1,0,0,0,1
AC090771_1,0,0,0,1
AC090771_2,0,0,0,1
AC090772_1,0,0,0,1
AC090772_2,0,0,0,1
AC090772_3,0,0,0,1
AC090772_4,0,0,0,1
AC090774_1,0,0,0,1
AC090774_2,0,0,0,1
AC090774_3,0,0,0,1
AC090774_4,0,0,0,1
AC090791_1,0,0,0,1
AC090796_1,0,0,0,1
AC090802_1,0,0,0,1
AC090804_1,0,0,0,1
AC090809_1,0,0,0,1
AC090819_1,0,0,0,1
AC090820_1,0,0,0,1
AC090821_1,0,0,0,1
AC090821_2,0,0,0,1
AC090825_1,0,0,0,1
AC090825_2,0,0,0,1
AC090826_1,0,0,0,1
AC090826_2,0,0,0,1
AC090826_3,0,0,0,1
AC090833_1,0,0,0,1
AC090835_1,0,0,0,1
AC090844_1,0,0,0,1
AC090844_2,0,0,0,1
AC090844_3,0,0,0,1
AC090857_1,0,0,0,1
AC090857_2,0,0,0,1
AC090877_1,0,0,0,1
AC090877_2,0,0,0,1
AC090888_1,0,0,0,1
AC090888_2,0,0,0,1
AC090888_3,0,0,0,1
AC090897_1,0,0,0,1
AC090897_2,0,0,0,1
AC090907_1,0,0,0,1
AC090907_2,0,0,0,1
AC090912_1,0,0,0,1
AC090912_2,0,0,0,1
AC090912_3,0,0,0,1
AC090921_1,0,0,0,1
AC090922_1,0,0,0,1
AC090948_1,0,0,0,1
AC090948_2,0,0,0,1
AC090948_3,0,0,0,1
AC090950_1,0,0,0,1
AC090950_2,0,0,0,1
AC090952_1,0,0,0,1
AC090953_1,0,0,0,1
AC090954_1,0,0,0,1
AC090955_1,0,0,0,1
AC090957_1,0,0,0,1
AC090958_1,0,0,0,1
AC090960_1,0,0,0,1
AC090970_1,0,0,0,1
AC090970_2,0,0,0,1
AC090970_3,0,0,0,1
AC090971_1,0,0,0,1
AC090971_2,0,0,0,1
AC090971_3,0,0,0,1
AC090971_4,0,0,0,1
AC090971_5,0,0,0,1
AC090983_1,0,0,0,1
